DOY,hour,QmMed,QvMed,QbMed,AHFMed,QmMean,QvMean,QbMean,AHFMean
299,7,6.777,0.3,60.676,67.753,5.622,0.249,50.333,56.204
299,8,6.777,0.376,75.844,82.997,5.622,0.312,62.916,68.85
299,9,6.777,0.451,91.013,98.241,5.622,0.374,75.5,81.495
299,10,6.777,0.488,98.598,105.863,5.622,0.405,81.791,87.818
299,11,6.777,0.526,106.182,113.485,5.622,0.436,88.083,94.141
299,12,6.777,0.563,113.767,121.107,5.622,0.467,94.374,100.464
299,13,6.777,0.601,121.351,128.729,5.622,0.498,100.666,106.786
299,14,6.777,0.601,121.351,128.729,5.622,0.498,100.666,106.786
299,15,6.777,0.601,121.351,128.729,5.622,0.498,100.666,106.786
299,16,6.777,0.601,121.351,128.729,5.622,0.498,100.666,106.786
299,17,6.777,0.601,121.351,128.729,5.622,0.498,100.666,106.786
299,18,6.777,0.526,106.182,113.485,5.622,0.436,88.083,94.141
299,19,6.777,0.488,98.598,105.863,5.622,0.405,81.791,87.818
299,20,6.777,0.413,83.429,90.619,5.622,0.343,69.208,75.172
299,21,6.777,0.338,68.26,75.375,5.622,0.28,56.625,62.527
299,22,4.841,0.263,53.091,58.195,4.016,0.218,44.041,48.275
299,23,2.904,0.188,37.922,41.014,2.409,0.156,31.458,34.023
300,0,2.904,0.188,37.922,41.014,2.409,0.156,31.458,34.023
300,1,2.904,0.15,30.338,33.392,2.409,0.125,25.167,27.701
300,2,2.904,0.15,30.338,33.392,2.409,0.125,25.167,27.701
300,3,2.904,0.113,22.753,25.77,2.409,0.093,18.875,21.378
300,4,2.904,0.113,22.753,25.77,2.409,0.093,18.875,21.378
300,5,2.904,0.15,30.338,33.392,2.409,0.125,25.167,27.701
300,6,4.841,0.225,45.507,50.573,4.016,0.187,37.75,41.952
300,7,6.777,0.3,60.676,67.753,5.622,0.249,50.333,56.204
300,8,6.777,0.376,75.844,82.997,5.622,0.312,62.916,68.85
300,9,6.777,0.451,91.013,98.241,5.622,0.374,75.5,81.495
300,10,6.777,0.488,98.598,105.863,5.622,0.405,81.791,87.818
300,11,6.777,0.526,106.182,113.485,5.622,0.436,88.083,94.141
300,12,6.777,0.563,113.767,121.107,5.622,0.467,94.374,100.464
300,13,6.777,0.601,121.351,128.729,5.622,0.498,100.666,106.786
300,14,6.777,0.601,121.351,128.729,5.622,0.498,100.666,106.786
300,15,6.777,0.601,121.351,128.729,5.622,0.498,100.666,106.786
300,16,6.777,0.601,121.351,128.729,5.622,0.498,100.666,106.786
300,17,6.777,0.601,121.351,128.729,5.622,0.498,100.666,106.786
300,18,6.777,0.526,106.182,113.485,5.622,0.436,88.083,94.141
300,19,6.777,0.488,98.598,105.863,5.622,0.405,81.791,87.818
300,20,6.777,0.413,83.429,90.619,5.622,0.343,69.208,75.172
300,21,6.777,0.338,68.26,75.375,5.622,0.28,56.625,62.527
300,22,4.841,0.263,53.091,58.195,4.016,0.218,44.041,48.275
300,23,2.904,0.188,37.922,41.014,2.409,0.156,31.458,34.023
301,0,2.904,0.094,37.922,40.921,2.409,0.078,31.458,33.945
301,1,2.904,0.047,30.338,33.289,2.409,0.039,25.167,27.615
301,2,2.904,0.047,30.338,33.289,2.409,0.039,25.167,27.615
301,3,2.904,0.094,22.753,25.752,2.409,0.078,18.875,21.362
301,4,2.904,0.235,22.753,25.892,2.409,0.195,18.875,21.479
301,5,2.904,0.376,30.338,33.618,2.409,0.312,25.167,27.887
301,6,4.841,0.469,45.507,50.817,4.016,0.389,37.75,42.155
301,7,6.777,0.61,60.676,68.063,5.622,0.506,50.333,56.461
301,8,6.777,0.798,75.844,83.42,5.622,0.662,62.916,69.2
301,9,6.777,0.704,91.013,98.495,5.622,0.584,75.5,81.706
301,10,6.777,0.657,98.598,106.032,5.622,0.545,81.791,87.958
301,11,6.777,0.61,106.182,113.57,5.622,0.506,88.083,94.211
301,12,6.777,0.563,113.767,121.107,5.622,0.467,94.374,100.464
301,13,6.777,0.516,121.351,128.645,5.622,0.428,100.666,106.716
301,14,6.777,0.563,121.351,128.691,5.622,0.467,100.666,106.755
301,15,6.777,0.61,121.351,128.738,5.622,0.506,100.666,106.794
301,16,6.777,0.657,121.351,128.785,5.622,0.545,100.666,106.833
301,17,6.777,0.751,121.351,128.879,5.622,0.623,100.666,106.911
301,18,6.777,0.845,106.182,113.804,5.622,0.701,88.083,94.406
301,19,6.777,0.751,98.598,106.126,5.622,0.623,81.791,88.036
301,20,6.777,0.563,83.429,90.769,5.622,0.467,69.208,75.297
301,21,6.777,0.329,68.26,75.366,5.622,0.273,56.625,62.519
301,22,4.841,0.235,53.091,58.167,4.016,0.195,44.041,48.252
301,23,2.904,0.141,37.922,40.967,2.409,0.117,31.458,33.984
302,0,2.904,0.094,37.922,40.921,2.409,0.078,31.458,33.945
302,1,2.904,0.047,30.338,33.289,2.409,0.039,25.167,27.615
302,2,2.904,0.047,30.338,33.289,2.409,0.039,25.167,27.615
302,3,2.904,0.094,22.753,25.752,2.409,0.078,18.875,21.362
302,4,2.904,0.235,22.753,25.892,2.409,0.195,18.875,21.479
302,5,2.904,0.376,30.338,33.618,2.409,0.312,25.167,27.887
302,6,4.841,0.469,45.507,50.817,4.016,0.389,37.75,42.155
302,7,6.777,0.61,60.676,68.063,5.622,0.506,50.333,56.461
302,8,6.777,0.798,75.844,83.42,5.622,0.662,62.916,69.2
302,9,6.777,0.704,91.013,98.495,5.622,0.584,75.5,81.706
302,10,6.777,0.657,98.598,106.032,5.622,0.545,81.791,87.958
302,11,6.777,0.61,106.182,113.57,5.622,0.506,88.083,94.211
302,12,6.777,0.563,113.767,121.107,5.622,0.467,94.374,100.464
302,13,6.777,0.516,121.351,128.645,5.622,0.428,100.666,106.716
302,14,6.777,0.563,121.351,128.691,5.622,0.467,100.666,106.755
302,15,6.777,0.61,121.351,128.738,5.622,0.506,100.666,106.794
302,16,6.777,0.657,121.351,128.785,5.622,0.545,100.666,106.833
302,17,6.777,0.751,121.351,128.879,5.622,0.623,100.666,106.911
302,18,6.777,0.845,106.182,113.804,5.622,0.701,88.083,94.406
302,19,6.777,0.751,98.598,106.126,5.622,0.623,81.791,88.036
302,20,6.777,0.563,83.429,90.769,5.622,0.467,69.208,75.297
302,21,6.777,0.329,68.26,75.366,5.622,0.273,56.625,62.519
302,22,4.841,0.235,53.091,58.167,4.016,0.195,44.041,48.252
302,23,2.904,0.141,37.922,40.967,2.409,0.117,31.458,33.984
303,0,2.904,0.094,37.922,40.921,2.409,0.078,31.458,33.945
303,1,2.904,0.047,30.338,33.289,2.409,0.039,25.167,27.615
303,2,2.904,0.047,30.338,33.289,2.409,0.039,25.167,27.615
303,3,2.904,0.094,22.753,25.752,2.409,0.078,18.875,21.362
303,4,2.904,0.235,22.753,25.892,2.409,0.195,18.875,21.479
303,5,2.904,0.376,30.338,33.618,2.409,0.312,25.167,27.887
303,6,4.841,0.469,45.507,50.817,4.016,0.389,37.75,42.155
303,7,6.777,0.61,60.676,68.063,5.622,0.506,50.333,56.461
303,8,6.777,0.798,75.844,83.42,5.622,0.662,62.916,69.2
303,9,6.777,0.704,91.013,98.495,5.622,0.584,75.5,81.706
303,10,6.777,0.657,98.598,106.032,5.622,0.545,81.791,87.958
303,11,6.777,0.61,106.182,113.57,5.622,0.506,88.083,94.211
303,12,6.777,0.563,113.767,121.107,5.622,0.467,94.374,100.464
303,13,6.777,0.516,121.351,128.645,5.622,0.428,100.666,106.716
303,14,6.777,0.563,121.351,128.691,5.622,0.467,100.666,106.755
303,15,6.777,0.61,121.351,128.738,5.622,0.506,100.666,106.794
303,16,6.777,0.657,121.351,128.785,5.622,0.545,100.666,106.833
303,17,6.777,0.751,121.351,128.879,5.622,0.623,100.666,106.911
303,18,6.777,0.845,106.182,113.804,5.622,0.701,88.083,94.406
303,19,6.777,0.751,98.598,106.126,5.622,0.623,81.791,88.036
303,20,6.777,0.563,83.429,90.769,5.622,0.467,69.208,75.297
303,21,6.777,0.329,68.26,75.366,5.622,0.273,56.625,62.519
303,22,4.841,0.235,53.091,58.167,4.016,0.195,44.041,48.252
303,23,2.904,0.141,37.922,40.967,2.409,0.117,31.458,33.984
304,0,2.904,0.094,37.922,40.921,2.409,0.078,31.458,33.945
304,1,2.904,0.047,30.338,33.289,2.409,0.039,25.167,27.615
304,2,2.904,0.047,30.338,33.289,2.409,0.039,25.167,27.615
304,3,2.904,0.094,22.753,25.752,2.409,0.078,18.875,21.362
304,4,2.904,0.235,22.753,25.892,2.409,0.195,18.875,21.479
304,5,2.904,0.376,30.338,33.618,2.409,0.312,25.167,27.887
304,6,4.841,0.469,45.507,50.817,4.016,0.389,37.75,42.155
304,7,6.777,0.61,60.676,68.063,5.622,0.506,50.333,56.461
304,8,6.777,0.798,75.844,83.42,5.622,0.662,62.916,69.2
304,9,6.777,0.704,91.013,98.495,5.622,0.584,75.5,81.706
304,10,6.777,0.657,98.598,106.032,5.622,0.545,81.791,87.958
304,11,6.777,0.61,106.182,113.57,5.622,0.506,88.083,94.211
304,12,6.777,0.563,113.767,121.107,5.622,0.467,94.374,100.464
304,13,6.777,0.516,121.351,128.645,5.622,0.428,100.666,106.716
304,14,6.777,0.563,121.351,128.691,5.622,0.467,100.666,106.755
304,15,6.777,0.61,121.351,128.738,5.622,0.506,100.666,106.794
304,16,6.777,0.657,121.351,128.785,5.622,0.545,100.666,106.833
304,17,6.777,0.751,121.351,128.879,5.622,0.623,100.666,106.911
304,18,6.777,0.845,106.182,113.804,5.622,0.701,88.083,94.406
304,19,6.777,0.751,98.598,106.126,5.622,0.623,81.791,88.036
304,20,6.777,0.563,83.429,90.769,5.622,0.467,69.208,75.297
304,21,6.777,0.329,68.26,75.366,5.622,0.273,56.625,62.519
304,22,4.841,0.235,53.091,58.167,4.016,0.195,44.041,48.252
304,23,2.904,0.141,37.922,40.967,2.409,0.117,31.458,33.984
305,0,2.904,0.094,33.904,36.903,2.409,0.078,28.125,30.612
305,1,2.904,0.047,27.123,30.075,2.409,0.039,22.5,24.948
305,2,2.904,0.047,27.123,30.075,2.409,0.039,22.5,24.948
305,3,2.904,0.094,20.343,23.341,2.409,0.078,16.875,19.362
305,4,2.904,0.235,20.343,23.482,2.409,0.195,16.875,19.479
305,5,2.904,0.376,27.123,30.403,2.409,0.312,22.5,25.221
305,6,4.841,0.469,40.685,45.995,4.016,0.389,33.75,38.155
305,7,6.777,0.61,54.247,61.634,5.622,0.506,45,51.128
305,8,6.777,0.798,67.808,75.383,5.622,0.662,56.25,62.534
305,9,6.777,0.704,81.37,88.851,5.622,0.584,67.5,73.706
305,10,6.777,0.657,88.151,95.585,5.622,0.545,73.125,79.292
305,11,6.777,0.61,94.932,102.319,5.622,0.506,78.75,84.878
305,12,6.777,0.563,101.713,109.053,5.622,0.467,84.375,90.464
305,13,6.777,0.516,108.493,115.787,5.622,0.428,90,96.05
305,14,6.777,0.563,108.493,115.834,5.622,0.467,90,96.089
305,15,6.777,0.61,108.493,115.881,5.622,0.506,90,96.128
305,16,6.777,0.657,108.493,115.928,5.622,0.545,90,96.167
305,17,6.777,0.751,108.493,116.022,5.622,0.623,90,96.245
305,18,6.777,0.845,94.932,102.554,5.622,0.701,78.75,85.073
305,19,6.777,0.751,88.151,95.679,5.622,0.623,73.125,79.37
305,20,6.777,0.563,74.589,81.93,5.622,0.467,61.875,67.964
305,21,6.777,0.329,61.028,68.133,5.622,0.273,50.625,56.519
305,22,4.841,0.235,47.466,52.541,4.016,0.195,39.375,43.585
305,23,2.904,0.141,33.904,36.949,2.409,0.117,28.125,30.651
306,0,2.904,0.188,33.904,36.996,2.409,0.156,28.125,30.69
306,1,2.904,0.15,27.123,30.178,2.409,0.125,22.5,25.034
306,2,2.904,0.15,27.123,30.178,2.409,0.125,22.5,25.034
306,3,2.904,0.113,20.343,23.36,2.409,0.093,16.875,19.378
306,4,2.904,0.113,20.343,23.36,2.409,0.093,16.875,19.378
306,5,2.904,0.15,27.123,30.178,2.409,0.125,22.5,25.034
306,6,4.841,0.225,40.685,45.751,4.016,0.187,33.75,37.953
306,7,6.777,0.3,54.247,61.324,5.622,0.249,45,50.871
306,8,6.777,0.376,67.808,74.961,5.622,0.312,56.25,62.183
306,9,6.777,0.451,81.37,88.598,5.622,0.374,67.5,73.496
306,10,6.777,0.488,88.151,95.416,5.622,0.405,73.125,79.152
306,11,6.777,0.526,94.932,102.235,5.622,0.436,78.75,84.808
306,12,6.777,0.563,101.713,109.053,5.622,0.467,84.375,90.464
306,13,6.777,0.601,108.493,115.871,5.622,0.498,90,96.12
306,14,6.777,0.601,108.493,115.871,5.622,0.498,90,96.12
306,15,6.777,0.601,108.493,115.871,5.622,0.498,90,96.12
306,16,6.777,0.601,108.493,115.871,5.622,0.498,90,96.12
306,17,6.777,0.601,108.493,115.871,5.622,0.498,90,96.12
306,18,6.777,0.526,94.932,102.235,5.622,0.436,78.75,84.808
306,19,6.777,0.488,88.151,95.416,5.622,0.405,73.125,79.152
306,20,6.777,0.413,74.589,81.779,5.622,0.343,61.875,67.84
306,21,6.777,0.338,61.028,68.143,5.622,0.28,50.625,56.527
306,22,4.841,0.263,47.466,52.569,4.016,0.218,39.375,43.609
306,23,2.904,0.188,33.904,36.996,2.409,0.156,28.125,30.69
307,0,2.904,0.188,33.904,36.996,2.409,0.156,28.125,30.69
307,1,2.904,0.15,27.123,30.178,2.409,0.125,22.5,25.034
307,2,2.904,0.15,27.123,30.178,2.409,0.125,22.5,25.034
307,3,2.904,0.113,20.343,23.36,2.409,0.093,16.875,19.378
307,4,2.904,0.113,20.343,23.36,2.409,0.093,16.875,19.378
307,5,2.904,0.15,27.123,30.178,2.409,0.125,22.5,25.034
307,6,4.841,0.225,40.685,45.751,4.016,0.187,33.75,37.953
307,7,6.777,0.3,54.247,61.324,5.622,0.249,45,50.871
307,8,6.777,0.376,67.808,74.961,5.622,0.312,56.25,62.183
307,9,6.777,0.451,81.37,88.598,5.622,0.374,67.5,73.496
307,10,6.777,0.488,88.151,95.416,5.622,0.405,73.125,79.152
307,11,6.777,0.526,94.932,102.235,5.622,0.436,78.75,84.808
307,12,6.777,0.563,101.713,109.053,5.622,0.467,84.375,90.464
307,13,6.777,0.601,108.493,115.871,5.622,0.498,90,96.12
307,14,6.777,0.601,108.493,115.871,5.622,0.498,90,96.12
307,15,6.777,0.601,108.493,115.871,5.622,0.498,90,96.12
307,16,6.777,0.601,108.493,115.871,5.622,0.498,90,96.12
307,17,6.777,0.601,108.493,115.871,5.622,0.498,90,96.12
307,18,6.777,0.526,94.932,102.235,5.622,0.436,78.75,84.808
307,19,6.777,0.488,88.151,95.416,5.622,0.405,73.125,79.152
307,20,6.777,0.413,74.589,81.779,5.622,0.343,61.875,67.84
307,21,6.777,0.338,61.028,68.143,5.622,0.28,50.625,56.527
307,22,4.841,0.263,47.466,52.569,4.016,0.218,39.375,43.609
307,23,2.904,0.188,33.904,36.996,2.409,0.156,28.125,30.69
308,0,2.904,0.094,33.904,36.903,2.409,0.078,28.125,30.612
308,1,2.904,0.047,27.123,30.075,2.409,0.039,22.5,24.948
308,2,2.904,0.047,27.123,30.075,2.409,0.039,22.5,24.948
308,3,2.904,0.094,20.343,23.341,2.409,0.078,16.875,19.362
308,4,2.904,0.235,20.343,23.482,2.409,0.195,16.875,19.479
308,5,2.904,0.376,27.123,30.403,2.409,0.312,22.5,25.221
308,6,4.841,0.469,40.685,45.995,4.016,0.389,33.75,38.155
308,7,6.777,0.61,54.247,61.634,5.622,0.506,45,51.128
308,8,6.777,0.798,67.808,75.383,5.622,0.662,56.25,62.534
308,9,6.777,0.704,81.37,88.851,5.622,0.584,67.5,73.706
308,10,6.777,0.657,88.151,95.585,5.622,0.545,73.125,79.292
308,11,6.777,0.61,94.932,102.319,5.622,0.506,78.75,84.878
308,12,6.777,0.563,101.713,109.053,5.622,0.467,84.375,90.464
308,13,6.777,0.516,108.493,115.787,5.622,0.428,90,96.05
308,14,6.777,0.563,108.493,115.834,5.622,0.467,90,96.089
308,15,6.777,0.61,108.493,115.881,5.622,0.506,90,96.128
308,16,6.777,0.657,108.493,115.928,5.622,0.545,90,96.167
308,17,6.777,0.751,108.493,116.022,5.622,0.623,90,96.245
308,18,6.777,0.845,94.932,102.554,5.622,0.701,78.75,85.073
308,19,6.777,0.751,88.151,95.679,5.622,0.623,73.125,79.37
308,20,6.777,0.563,74.589,81.93,5.622,0.467,61.875,67.964
308,21,6.777,0.329,61.028,68.133,5.622,0.273,50.625,56.519
308,22,4.841,0.235,47.466,52.541,4.016,0.195,39.375,43.585
308,23,2.904,0.141,33.904,36.949,2.409,0.117,28.125,30.651
309,0,2.904,0.094,33.904,36.903,2.409,0.078,28.125,30.612
309,1,2.904,0.047,27.123,30.075,2.409,0.039,22.5,24.948
309,2,2.904,0.047,27.123,30.075,2.409,0.039,22.5,24.948
309,3,2.904,0.094,20.343,23.341,2.409,0.078,16.875,19.362
309,4,2.904,0.235,20.343,23.482,2.409,0.195,16.875,19.479
309,5,2.904,0.376,27.123,30.403,2.409,0.312,22.5,25.221
309,6,4.841,0.469,40.685,45.995,4.016,0.389,33.75,38.155
309,7,6.777,0.61,54.247,61.634,5.622,0.506,45,51.128
309,8,6.777,0.798,67.808,75.383,5.622,0.662,56.25,62.534
309,9,6.777,0.704,81.37,88.851,5.622,0.584,67.5,73.706
309,10,6.777,0.657,88.151,95.585,5.622,0.545,73.125,79.292
309,11,6.777,0.61,94.932,102.319,5.622,0.506,78.75,84.878
309,12,6.777,0.563,101.713,109.053,5.622,0.467,84.375,90.464
309,13,6.777,0.516,108.493,115.787,5.622,0.428,90,96.05
309,14,6.777,0.563,108.493,115.834,5.622,0.467,90,96.089
309,15,6.777,0.61,108.493,115.881,5.622,0.506,90,96.128
309,16,6.777,0.657,108.493,115.928,5.622,0.545,90,96.167
309,17,6.777,0.751,108.493,116.022,5.622,0.623,90,96.245
309,18,6.777,0.845,94.932,102.554,5.622,0.701,78.75,85.073
309,19,6.777,0.751,88.151,95.679,5.622,0.623,73.125,79.37
309,20,6.777,0.563,74.589,81.93,5.622,0.467,61.875,67.964
309,21,6.777,0.329,61.028,68.133,5.622,0.273,50.625,56.519
309,22,4.841,0.235,47.466,52.541,4.016,0.195,39.375,43.585
309,23,2.904,0.141,33.904,36.949,2.409,0.117,28.125,30.651
310,0,2.904,0.094,33.904,36.903,2.409,0.078,28.125,30.612
310,1,2.904,0.047,27.123,30.075,2.409,0.039,22.5,24.948
310,2,2.904,0.047,27.123,30.075,2.409,0.039,22.5,24.948
310,3,2.904,0.094,20.343,23.341,2.409,0.078,16.875,19.362
310,4,2.904,0.235,20.343,23.482,2.409,0.195,16.875,19.479
310,5,2.904,0.376,27.123,30.403,2.409,0.312,22.5,25.221
310,6,4.841,0.469,40.685,45.995,4.016,0.389,33.75,38.155
310,7,6.777,0.61,54.247,61.634,5.622,0.506,45,51.128
310,8,6.777,0.798,67.808,75.383,5.622,0.662,56.25,62.534
310,9,6.777,0.704,81.37,88.851,5.622,0.584,67.5,73.706
310,10,6.777,0.657,88.151,95.585,5.622,0.545,73.125,79.292
310,11,6.777,0.61,94.932,102.319,5.622,0.506,78.75,84.878
310,12,6.777,0.563,101.713,109.053,5.622,0.467,84.375,90.464
310,13,6.777,0.516,108.493,115.787,5.622,0.428,90,96.05
310,14,6.777,0.563,108.493,115.834,5.622,0.467,90,96.089
310,15,6.777,0.61,108.493,115.881,5.622,0.506,90,96.128
310,16,6.777,0.657,108.493,115.928,5.622,0.545,90,96.167
310,17,6.777,0.751,108.493,116.022,5.622,0.623,90,96.245
310,18,6.777,0.845,94.932,102.554,5.622,0.701,78.75,85.073
310,19,6.777,0.751,88.151,95.679,5.622,0.623,73.125,79.37
310,20,6.777,0.563,74.589,81.93,5.622,0.467,61.875,67.964
310,21,6.777,0.329,61.028,68.133,5.622,0.273,50.625,56.519
310,22,4.841,0.235,47.466,52.541,4.016,0.195,39.375,43.585
310,23,2.904,0.141,33.904,36.949,2.409,0.117,28.125,30.651
311,0,2.904,0.094,33.904,36.903,2.409,0.078,28.125,30.612
311,1,2.904,0.047,27.123,30.075,2.409,0.039,22.5,24.948
311,2,2.904,0.047,27.123,30.075,2.409,0.039,22.5,24.948
311,3,2.904,0.094,20.343,23.341,2.409,0.078,16.875,19.362
311,4,2.904,0.235,20.343,23.482,2.409,0.195,16.875,19.479
311,5,2.904,0.376,27.123,30.403,2.409,0.312,22.5,25.221
311,6,4.841,0.469,40.685,45.995,4.016,0.389,33.75,38.155
311,7,6.777,0.61,54.247,61.634,5.622,0.506,45,51.128
311,8,6.777,0.798,67.808,75.383,5.622,0.662,56.25,62.534
311,9,6.777,0.704,81.37,88.851,5.622,0.584,67.5,73.706
311,10,6.777,0.657,88.151,95.585,5.622,0.545,73.125,79.292
311,11,6.777,0.61,94.932,102.319,5.622,0.506,78.75,84.878
311,12,6.777,0.563,101.713,109.053,5.622,0.467,84.375,90.464
311,13,6.777,0.516,108.493,115.787,5.622,0.428,90,96.05
311,14,6.777,0.563,108.493,115.834,5.622,0.467,90,96.089
311,15,6.777,0.61,108.493,115.881,5.622,0.506,90,96.128
311,16,6.777,0.657,108.493,115.928,5.622,0.545,90,96.167
311,17,6.777,0.751,108.493,116.022,5.622,0.623,90,96.245
311,18,6.777,0.845,94.932,102.554,5.622,0.701,78.75,85.073
311,19,6.777,0.751,88.151,95.679,5.622,0.623,73.125,79.37
311,20,6.777,0.563,74.589,81.93,5.622,0.467,61.875,67.964
311,21,6.777,0.329,61.028,68.133,5.622,0.273,50.625,56.519
311,22,4.841,0.235,47.466,52.541,4.016,0.195,39.375,43.585
311,23,2.904,0.141,33.904,36.949,2.409,0.117,28.125,30.651
312,0,2.904,0.094,33.904,36.903,2.409,0.078,28.125,30.612
312,1,2.904,0.047,27.123,30.075,2.409,0.039,22.5,24.948
312,2,2.904,0.047,27.123,30.075,2.409,0.039,22.5,24.948
312,3,2.904,0.094,20.343,23.341,2.409,0.078,16.875,19.362
312,4,2.904,0.235,20.343,23.482,2.409,0.195,16.875,19.479
312,5,2.904,0.376,27.123,30.403,2.409,0.312,22.5,25.221
312,6,4.841,0.469,40.685,45.995,4.016,0.389,33.75,38.155
312,7,6.777,0.61,54.247,61.634,5.622,0.506,45,51.128
312,8,6.777,0.798,67.808,75.383,5.622,0.662,56.25,62.534
312,9,6.777,0.704,81.37,88.851,5.622,0.584,67.5,73.706
312,10,6.777,0.657,88.151,95.585,5.622,0.545,73.125,79.292
312,11,6.777,0.61,94.932,102.319,5.622,0.506,78.75,84.878
312,12,6.777,0.563,101.713,109.053,5.622,0.467,84.375,90.464
312,13,6.777,0.516,108.493,115.787,5.622,0.428,90,96.05
312,14,6.777,0.563,108.493,115.834,5.622,0.467,90,96.089
312,15,6.777,0.61,108.493,115.881,5.622,0.506,90,96.128
312,16,6.777,0.657,108.493,115.928,5.622,0.545,90,96.167
312,17,6.777,0.751,108.493,116.022,5.622,0.623,90,96.245
312,18,6.777,0.845,94.932,102.554,5.622,0.701,78.75,85.073
312,19,6.777,0.751,88.151,95.679,5.622,0.623,73.125,79.37
312,20,6.777,0.563,74.589,81.93,5.622,0.467,61.875,67.964
312,21,6.777,0.329,61.028,68.133,5.622,0.273,50.625,56.519
312,22,4.841,0.235,47.466,52.541,4.016,0.195,39.375,43.585
312,23,2.904,0.141,33.904,36.949,2.409,0.117,28.125,30.651
313,0,2.904,0.188,33.904,36.996,2.409,0.156,28.125,30.69
313,1,2.904,0.15,27.123,30.178,2.409,0.125,22.5,25.034
313,2,2.904,0.15,27.123,30.178,2.409,0.125,22.5,25.034
313,3,2.904,0.113,20.343,23.36,2.409,0.093,16.875,19.378
313,4,2.904,0.113,20.343,23.36,2.409,0.093,16.875,19.378
313,5,2.904,0.15,27.123,30.178,2.409,0.125,22.5,25.034
313,6,4.841,0.225,40.685,45.751,4.016,0.187,33.75,37.953
313,7,6.777,0.3,54.247,61.324,5.622,0.249,45,50.871
313,8,6.777,0.376,67.808,74.961,5.622,0.312,56.25,62.183
313,9,6.777,0.451,81.37,88.598,5.622,0.374,67.5,73.496
313,10,6.777,0.488,88.151,95.416,5.622,0.405,73.125,79.152
313,11,6.777,0.526,94.932,102.235,5.622,0.436,78.75,84.808
313,12,6.777,0.563,101.713,109.053,5.622,0.467,84.375,90.464
313,13,6.777,0.601,108.493,115.871,5.622,0.498,90,96.12
313,14,6.777,0.601,108.493,115.871,5.622,0.498,90,96.12
313,15,6.777,0.601,108.493,115.871,5.622,0.498,90,96.12
313,16,6.777,0.601,108.493,115.871,5.622,0.498,90,96.12
313,17,6.777,0.601,108.493,115.871,5.622,0.498,90,96.12
313,18,6.777,0.526,94.932,102.235,5.622,0.436,78.75,84.808
313,19,6.777,0.488,88.151,95.416,5.622,0.405,73.125,79.152
313,20,6.777,0.413,74.589,81.779,5.622,0.343,61.875,67.84
313,21,6.777,0.338,61.028,68.143,5.622,0.28,50.625,56.527
313,22,4.841,0.263,47.466,52.569,4.016,0.218,39.375,43.609
313,23,2.904,0.188,33.904,36.996,2.409,0.156,28.125,30.69
314,0,2.904,0.188,33.904,36.996,2.409,0.156,28.125,30.69
314,1,2.904,0.15,27.123,30.178,2.409,0.125,22.5,25.034
314,2,2.904,0.15,27.123,30.178,2.409,0.125,22.5,25.034
314,3,2.904,0.113,20.343,23.36,2.409,0.093,16.875,19.378
314,4,2.904,0.113,20.343,23.36,2.409,0.093,16.875,19.378
314,5,2.904,0.15,27.123,30.178,2.409,0.125,22.5,25.034
314,6,4.841,0.225,40.685,45.751,4.016,0.187,33.75,37.953
314,7,6.777,0.3,54.247,61.324,5.622,0.249,45,50.871
314,8,6.777,0.376,67.808,74.961,5.622,0.312,56.25,62.183
314,9,6.777,0.451,81.37,88.598,5.622,0.374,67.5,73.496
314,10,6.777,0.488,88.151,95.416,5.622,0.405,73.125,79.152
314,11,6.777,0.526,94.932,102.235,5.622,0.436,78.75,84.808
314,12,6.777,0.563,101.713,109.053,5.622,0.467,84.375,90.464
314,13,6.777,0.601,108.493,115.871,5.622,0.498,90,96.12
314,14,6.777,0.601,108.493,115.871,5.622,0.498,90,96.12
314,15,6.777,0.601,108.493,115.871,5.622,0.498,90,96.12
314,16,6.777,0.601,108.493,115.871,5.622,0.498,90,96.12
314,17,6.777,0.601,108.493,115.871,5.622,0.498,90,96.12
314,18,6.777,0.526,94.932,102.235,5.622,0.436,78.75,84.808
314,19,6.777,0.488,88.151,95.416,5.622,0.405,73.125,79.152
314,20,6.777,0.413,74.589,81.779,5.622,0.343,61.875,67.84
314,21,6.777,0.338,61.028,68.143,5.622,0.28,50.625,56.527
314,22,4.841,0.263,47.466,52.569,4.016,0.218,39.375,43.609
314,23,2.904,0.188,33.904,36.996,2.409,0.156,28.125,30.69
315,0,2.904,0.094,33.904,36.903,2.409,0.078,28.125,30.612
315,1,2.904,0.047,27.123,30.075,2.409,0.039,22.5,24.948
315,2,2.904,0.047,27.123,30.075,2.409,0.039,22.5,24.948
315,3,2.904,0.094,20.343,23.341,2.409,0.078,16.875,19.362
315,4,2.904,0.235,20.343,23.482,2.409,0.195,16.875,19.479
315,5,2.904,0.376,27.123,30.403,2.409,0.312,22.5,25.221
315,6,4.841,0.469,40.685,45.995,4.016,0.389,33.75,38.155
315,7,6.777,0.61,54.247,61.634,5.622,0.506,45,51.128
315,8,6.777,0.798,67.808,75.383,5.622,0.662,56.25,62.534
315,9,6.777,0.704,81.37,88.851,5.622,0.584,67.5,73.706
315,10,6.777,0.657,88.151,95.585,5.622,0.545,73.125,79.292
315,11,6.777,0.61,94.932,102.319,5.622,0.506,78.75,84.878
315,12,6.777,0.563,101.713,109.053,5.622,0.467,84.375,90.464
